"0","# =========================================================="
"0","# Fazendo predições com a rede neural treinada "
"0","?compute"
"0","# Vamos usar a função compute (do pacote neural net)"
"0","RNA_pred_norm = neuralnet::compute(modelo_RNA, dados_norm_teste[1:13])"
"0","RNA_pred_norm"
"1","$neurons
"
"1","$neurons[[1]]
"
"1","   "
"1","  "
"1","         crim"
"1","    zn"
"1","      indus"
"1"," chas"
"1","        nox"
"1","         rm"
"1","        age"
"1","          dis"
"1","        rad"
"1","         tax"
"1","    ptratio"
"1","       black"
"1","      lstat"
"1","
2  "
"1"," 1"
"1"," 2.359225e-04"
"1"," 0.000"
"1"," 0.24230205"
"1","    0"
"1"," 0.17283951"
"1"," 0.54799770"
"1"," 0.78269825"
"1"," 0.3489619802"
"1"," 0.04347826"
"1"," 0.104961832"
"1"," 0.55319149"
"1"," 1.000000000"
"1"," 0.20447020"
"1","
5  "
"1"," 1"
"1"," 7.050701e-04"
"1"," 0.000"
"1"," 0.06304985"
"1","    0"
"1"," 0.15020576"
"1"," 0.68710481"
"1"," 0.52832132"
"1"," 0.4485445898"
"1"," 0.08695652"
"1"," 0.066793893"
"1"," 0.64893617"
"1"," 1.000000000"
"1"," 0.09933775"
"1","
9  "
"1"," 1"
"1"," 2.303251e-03"
"1"," 0.125"
"1"," 0.27162757"
"1","    0"
"1"," 0.28600823"
"1"," 0.39662771"
"1"," 1.00000000"
"1"," 0.4503541907"
"1"," 0.17391304"
"1"," 0.236641221"
"1"," 0.27659574"
"1"," 0.974103586"
"1"," 0.77814570"
"1","
12 "
"1"," 1"
"1"," 1.249299e-03"
"1"," 0.125"
"1"," 0.27162757"
"1","    0"
"1"," 0.28600823"
"1"," 0.46905537"
"1"," 0.82389289"
"1"," 0.4635033509"
"1"," 0.17391304"
"1"," 0.236641221"
"1"," 0.27659574"
"1"," 1.000000000"
"1"," 0.31843267"
"1","
19 "
"1"," 1"
"1"," 8.951232e-03"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.36309638"
"1"," 0.34706488"
"1"," 0.2425137993"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 0.727898532"
"1"," 0.27483444"
"1","
23 "
"1"," 1"
"1"," 1.378163e-02"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.49453918"
"1"," 0.91452111"
"1"," 0.2589184225"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 1.000000000"
"1"," 0.46881898"
"1","
26 "
"1"," 1"
"1"," 9.376432e-03"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.39049626"
"1"," 0.85272915"
"1"," 0.3023579372"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 0.764284634"
"1"," 0.40783664"
"1","
27 "
"1"," 1"
"1"," 7.481071e-03"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.43150029"
"1"," 0.90010299"
"1"," 0.3230364921"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 0.949518382"
"1"," 0.36092715"
"1","
34 "
"1"," 1"
"1"," 1.287402e-02"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.41004024"
"1"," 0.94850669"
"1"," 0.2416681065"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 0.903852943"
"1"," 0.45860927"
"1","
35 "
"1"," 1"
"1"," 1.805667e-02"
"1"," 0.000"
"1"," 0.28152493"
"1","    0"
"1"," 0.31481481"
"1"," 0.48572523"
"1"," 0.96807415"
"1"," 0.2391764952"
"1"," 0.13043478"
"1"," 0.229007634"
"1"," 0.89361702"
"1"," 0.625321499"
"1"," 0.51352097"
"1","
37 "
"1"," 1"
"1"," 1.024167e-03"
"1"," 0.000"
"1"," 0.20161290"
"1","    0"
"1"," 0.23456790"
"1"," 0.43686530"
"1"," 0.60247168"
"1"," 0.2044485264"
"1"," 0.17391304"
"1"," 0.175572519"
"1"," 0.70212766"
"1"," 0.951233043"
"1"," 0.26710817"
"1","
38 "
"1"," 1"
"1"," 8.297190e-04"
"1"," 0.000"
"1"," 0.20161290"
"1","    0"
"1"," 0.23456790"
"1"," 0.43858977"
"1"," 0.39752832"
"1"," 0.2550355100"
"1"," 0.17391304"
"1"," 0.175572519"
"1"," 0.70212766"
"1"," 1.000000000"
"1"," 0.19426049"
"1","
45 "
"1"," 1"
"1"," 1.307971e-03"
"1"," 0.000"
"1"," 0.23643695"
"1","    0"
"1"," 0.12962963"
"1"," 0.48055183"
"1"," 0.38208033"
"1"," 0.4175085706"
"1"," 0.08695652"
"1"," 0.087786260"
"1"," 0.56382979"
"1"," 0.981063089"
"1"," 0.21578366"
"1","
50 "
"1"," 1"
"1"," 2.399127e-03"
"1"," 0.000"
"1"," 0.23643695"
"1","    0"
"1"," 0.12962963"
"1"," 0.39107109"
"1"," 0.60865088"
"1"," 0.4508634251"
"1"," 0.08695652"
"1"," 0.087786260"
